SMILES,Name,ChEMBL_ID,Assay_ChEMBL_ID,Permeability_Value,Original_Units,Permeability
COc1cc(OC)nc(NCCn2cc(NC(=O)c3ncoc3-c3cccc(C)c3)cn2)n1,,CHEMBL3970371,CHEMBL5360038,34.3,10^-6 cm/s,1
O=C(Nc1ccccc1Cl)Nc1ccc(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)cc1Cl,,CHEMBL387659,CHEMBL903787,5.5,10^-6 cm/s,1
Cl.c1ccc(COc2ccc(-c3nc4cc(C5=NCCN5)ccc4[nH]3)cc2)nc1,,CHEMBL4755536,CHEMBL4710749,0.51,10^-6 cm/s,1
C[C@@H](CN1CCCC12COC2)Oc1ccc2c(c1)Cc1cccc(-c3cc(=O)cc(N4CCOCC4)o3)c1S2,,CHEMBL4787824,CHEMBL4682228,3.21e-05,nm/s,1
COCCC(C(=O)Nc1ccc2nn(C)cc2c1)n1cc(OC)c(-c2cc(Cl)ccc2-c2cnco2)cc1=O,,CHEMBL5397761,CHEMBL5367468,1.64e-05,nm/s,1
COc1ncc(-c2nc(C(=O)NC(=N)N)c(N)nc2N)cn1,,CHEMBL4513418,CHEMBL4739472,0.26,10^-6 cm/s,1
O=C(Cc1ccc(Cl)cc1)N[C@H](Cc1ccc(Cl)cc1)C(=O)N[C@H]1CC[C@@H](O)CC1,,CHEMBL1807280,CHEMBL1810827,9e-06,nm/s,1
CC1(COc2cc(F)c(C(=O)NS(=O)(=O)C3CC3)cc2C2CC2)CCC2(CC1)CC2,,CHEMBL3662190,CHEMBL5264201,9.0,10^-6 cm/s,1
CNCc1c(Cl)cccc1Cn1c(=S)[nH]c(=O)c2[nH]ccc21,,CHEMBL5207346,CHEMBL5130513,19.0,10^-6 cm/s,1
O=C(O)c1ccccc1Nc1ccccc1,FENAMIC ACID ,CHEMBL23832,CHEMBL905613,24.3,10^-6 cm/s,1
CCOC(=O)c1cc2ccc(OC)cc2o1,,CHEMBL3415232,CHEMBL4770830,0.002223,10^-6 cm/s,1
O=c1cc(CO)n(-c2c(Cl)cccc2Cl)c2c(Cl)cnc(OC[C@@H](O)CO)c12,,CHEMBL5271450,CHEMBL5255858,5.0,10^-6 cm/s,1
CC(C)NCC(O)COc1cccc2ccccc12,PROPRANOLOL,CHEMBL27,CHEMBL4739472,51.0,10^-6 cm/s,1
CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,ATENOLOL,CHEMBL24,CHEMBL4831944,0.4,10^-6 cm/s,1
O=C(NO)[C@@H]1[C@H](c2ccccc2)[C@H]1c1ccc2nc(C3CC3)cnc2c1,,CHEMBL3109978,CHEMBL3112160,2.67e-05,nm/s,1
CCCC[C@]1(CC)CS(=O)(=O)c2cc(OCC(=O)O)c(OC)cc2[C@@H](c2ccccc2)N1,,CHEMBL2387529,CHEMBL2388856,1e-06,nm/s,0
COc1cc2c(cc1OC)CN(C(=O)c1ccc3cc(O)ccc3c1)CC2,,CHEMBL260323,CHEMBL923495,2.51e-05,nm/s,1
c1coc(CNc2ccnc3ccnn23)c1,,CHEMBL4791371,CHEMBL4724733,7.6,10^-6 cm/s,1
C[C@]1(O)CCN(c2nc(N3C[C@H](O)[C@@H](O)C3)cc(C(F)(F)F)c2C#N)C1,,CHEMBL4070442,CHEMBL4676059,3.5,10^-6 cm/s,1
O=C1CCN(C(=O)Nc2ccc(F)c(Cl)c2)C2CCCCC12,,CHEMBL5183754,CHEMBL5114082,7.8,10^-6 cm/s,1
Cc1noc(-c2ccc3nc(Nc4cc(CN5CCN(C(=O)CC6CC6)CC5)ccn4)[nH]c3c2)n1,,CHEMBL4483062,CHEMBL4380529,1.24e-05,nm/s,1
COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCC[14C]4=O)cc2)CC3)cc1,,CHEMBL3526474,CHEMBL3541341,3.87e-05,nm/s,1
Cn1c(=O)c2[nH]cnc2n(C)c1=O,THEOPHYLLINE,CHEMBL190,CHEMBL5368510,9.0,10^-6 cm/s,1
CC(=O)c1ccc(N2CCN(C(=O)c3cnn(C(C)C)c3)CC2)cc1,,CHEMBL4792373,CHEMBL4672721,40.0,10^-6 cm/s,1
N=C(N)NCCCCCCCCN(CCCCCCCCNC(=N)NCC1CC1)C(=O)N(CCCCCCCCNC(=N)NCC1CC1)CCCCCCCCNC(=N)NCC1CC1.O=C(O)C(F)(F)F,,CHEMBL5174654,CHEMBL5159051,1.85,10^-6 cm/s,1
CC(C)NCC(O)COc1cccc2ccccc12,PROPRANOLOL,CHEMBL27,CHEMBL935710,10.0,10^-6 cm/s,1
CCn1cc(-c2ccc3nc(Nc4cc(CN5CCN(C(=O)CC(F)(F)F)CC5)ccn4)[nH]c3c2)cn1,,CHEMBL4453481,CHEMBL4380529,1.73e-05,nm/s,1
CCn1c(CO)nn(-c2nc(O[C@@H](C)C(F)(F)F)c(C(=O)Nc3c(C)cnc(OC)c3Cl)cc2F)c1=O,,CHEMBL5193821,CHEMBL5141998,27.0,10^-6 cm/s,1
COc1ccc(S(=O)(=O)N2CCS[C@H]2C(=O)O[C@@H](Cc2c(Cl)c[n+]([O-])cc2Cl)c2ccc(OC(F)F)c(OCC3CC3)c2)cc1OC,,CHEMBL4073209,CHEMBL4027227,2.5e-07,nm/s,0
O=C(Nc1ccc(F)cc1)c1cccc(Cn2cnc3ccc(-c4cn[nH]c4)cc3c2=O)c1,,CHEMBL4785990,CHEMBL4703617,0.44,10^-6 cm/s,1
CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,ATENOLOL,CHEMBL24,CHEMBL927015,0.4,10^-6 cm/s,1
Clc1ccc2c(c1)CCCc1nnc([C@H]3CC[C@H](Oc4ccccn4)CC3)n1-2,,CHEMBL4799793,CHEMBL5247258,29.0,10^-6 cm/s,1
COc1ccccc1C(=O)c1cnc(NC2CCN(c3nc4ccccc4[nH]3)CC2)nc1,,CHEMBL1795656,CHEMBL1799425,4.96e-05,nm/s,1
CC(C)(C)c1cccc(CN[C@H]2CS(=O)(=O)C[C@@H](Cc3cc(F)c(N)c(C4CC4)c3)[C@@H]2O)c1,,CHEMBL2047907,CHEMBL2049564,1.6e-05,nm/s,1
C[C@H](CN1CCOCC1)Oc1ccc2c(c1)Cc1cccc(-c3cc(=O)cc(N4CCOCC4)o3)c1S2,,CHEMBL4745255,CHEMBL4682228,3.7e-05,nm/s,1
N#Cc1ccc(N2C3CCC2CN(C(=O)CCS(=O)(=O)c2cccc4ncsc24)C3)nc1,,CHEMBL4790083,CHEMBL4679816,7.7,10^-6 cm/s,1
Cc1noc(-c2nnc3n2CCN(C(=O)c2ccc(-c4cccs4)cc2)[C@@H]3C)n1,,CHEMBL3422017,CHEMBL3425173,5.74e-05,nm/s,1
CCC1=C[C@@H]2CN(C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2,VINORELBINE,CHEMBL553025,CHEMBL1908285,2.52e-07,nm/s,0
Cc1cc(-c2cc3c(c(F)n2)Oc2ccc(-c4cccnc4F)cc2[C@@]32COC(N)=N2)ccn1,,CHEMBL3394214,CHEMBL3396461,1.6e-06,nm/s,0
FC(F)(F)c1nccc2cc(Nc3n[nH]c4ncccc34)ccc12,,CHEMBL4797139,CHEMBL5258182,8.0,10^-6 cm/s,1
CNCc1cc(C(=O)N(C)C)ccc1Oc1ccc(Cl)cc1C,,CHEMBL272493,CHEMBL948901,19.0,10^-6 cm/s,1
CNC(=O)c1cn(C[C@H](NC(=O)[C@@H](C)c2ccccc2)c2ccc(OCC3CCC3)cc2)nn1,,CHEMBL5203114,CHEMBL5132107,23.6,10^-6 cm/s,1
CC(=O)c1cc(C(=O)Nc2cc(CO)cc(-c3cnn(C4CC4)c3)c2F)c2cc(OC(=O)N(C)C)ccn12,,CHEMBL5192803,CHEMBL5156604,0.2,10^-6 cm/s,1
C[C@]1(O)C[C@H](NC(=O)c2cnc3nc(C4CC4)c(Cl)cc3c2)C1,,CHEMBL5273656,CHEMBL5265279,1.4999999999999999e-05,nm/s,1
O=C1C(NS(=O)(=O)c2cc3ccc(Cl)nc3s2)CCCN1c1ccc(-n2ccccc2=O)cc1F,,CHEMBL270862,CHEMBL933441,8.3,10^-6 cm/s,1
COc1ccc2c(c1)/C(=C/CCN1CCc3cc(OC)c(OC)cc3C1)CCC2,,CHEMBL405448,CHEMBL921232,0.0001663,nm/s,1
CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,LORATADINE,CHEMBL998,CHEMBL1908286,5.02e-05,nm/s,1
Cn1nccc1-c1cc(C(F)(F)F)ccc1[C@H]1CCOc2cc(S(=O)(=O)Nc3ncccn3)ccc21,,CHEMBL4632819,CHEMBL4629741,2.8e-05,nm/s,1
CC(C)C[C@H]1C(=O)NCCCCCCN[C@@H](Cc2ccccc2)C(=O)N[C@@H](C)C(=O)N1C,,CHEMBL4649453,CHEMBL4618239,1.669e-05,nm/s,1
CO[C@H]1CC[C@H](Nc2ncc(C(N)=O)c(N[C@@H]3CCC[C@H](O)C3)n2)CC1,,CHEMBL4847078,CHEMBL4842267,1.15,10^-6 cm/s,1
CCOc1nc2ccc3c(c2n1CCNC(C)=O)CCO3,,CHEMBL4852440,CHEMBL4834844,15.8,10^-6 cm/s,1
NC12CC3CC(CC(C3)C1)C2,AMANTADINE,CHEMBL660,CHEMBL1908285,1.8599999999999998e-05,nm/s,1
CO[C@@H]1[C@@H](n2cc(-c3cc(F)c(F)c(F)c3)nn2)[C@@H](O)[C@@H](CO)O[C@H]1S[C@@H]1COC[C@H](n2cc(-c3cncnc3)nn2)[C@H]1O,,CHEMBL5091613,CHEMBL5036781,5.6,10^-6 cm/s,1
C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,DIGOXIN,CHEMBL1751,CHEMBL948483,1e-06,nm/s,0
N#Cc1cccc(C(=O)c2cnc(NCc3ccccc3)nc2)c1,,CHEMBL5085510,CHEMBL5047676,19.0,10^-6 cm/s,1
C[C@H]1CCCN1Cc1nc2cc(NC(=O)c3ccc4c(cnn4C)c3)ccc2[nH]1,,CHEMBL4552313,CHEMBL5346779,1.2999999999999998e-06,nm/s,0
Cn1c(=O)c2c(c3cc(Nc4ccnc(F)c4Cl)ccc31)N[C@@H](C1CC1)C(F)(F)CO2,,CHEMBL5429088,CHEMBL5340432,17.0,10^-6 cm/s,1
O=c1cc(-c2cccc3c2Sc2ccc(OC4CN(CC(F)F)C4)cc2C3)oc(N2CCOCC2)c1,,CHEMBL4788662,CHEMBL4682228,3.31e-05,nm/s,1
CCCN1CCO[C@H](c2cccc(O)c2)C1,,CHEMBL250403,CHEMBL942053,38.0,10^-6 cm/s,1
CC1(N2CCC(c3cc4cc(NC(=O)C5CC5)ncc4cc3Cl)CC2)COC1,,CHEMBL5407847,CHEMBL5374376,34.0,10^-6 cm/s,1
CC(C)C[C@@H](c1c(O)c(C=O)c(O)c(C=O)c1O)[C@@]1(C)CC[C@@H]2[C@@H]1[C@H]1[C@@H](CC[C@@]2(C)O)C1(C)C,MACROCARPAL A,CHEMBL396609,CHEMBL885403,1.42,10^-6 cm/s,1
COc1cc(CN(c2cc(-c3cc(OC4CCOCC4)c4ncnc(C)c4c3)cnc2OC)S(=O)(=O)c2ccc(F)cc2F)c([N+](=O)[O-])cc1OC,,CHEMBL5094345,CHEMBL5042717,1.95,10^-6 cm/s,1
CN(C)C(=O)c1c(N)ccc(-c2cnc3c(c2Cl)[C@]2(CC[C@H](C(N)=O)C2)CN3)c1F,,CHEMBL5089907,CHEMBL5041811,0.2,10^-6 cm/s,1
COc1cccc([C@@H](C)NC(=O)c2ccc(-c3ccncc3)cc2)c1,,CHEMBL4448806,CHEMBL5136857,5.62e-05,nm/s,1
N=C(N)NCCC[C@@H](NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)CCCNC(=S)Nc1ccc(-c2c3ccc(=O)cc-3oc3ccccc23)c(C(=O)O)c1)C(N)=O,,CHEMBL237201,CHEMBL898000,0.38,10^-6 cm/s,1
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(OCCN3CC(CF)C3)cc2F)N1S(C)(=O)=O,,CHEMBL4851830,CHEMBL4810890,4.0,10^-6 cm/s,1
COc1ccccc1N1CCN(CCCNC(=O)Nc2ccccc2-c2ccc(-c3ccccc3)cc2)CC1,,CHEMBL5394229,CHEMBL5351475,1.1,10^-6 cm/s,1
O=C(CCCCCCC(=O)Nc1ccccc1)NO,VORINOSTAT,CHEMBL98,CHEMBL5226465,3.0,10^-6 cm/s,1
C[C@@H]1CCCN(c2nc(-c3cc(-c4ccon4)n(Cc4ccccc4F)n3)ncc2F)[C@@H]1C(=O)O,,CHEMBL4848002,CHEMBL4815915,40.0,10^-6 cm/s,1
COc1ccc(S(=O)(=O)N2CCS[C@H]2C(=O)O[C@@H](Cc2c(Cl)c[n+]([O-])cc2Cl)c2ccc(OC(F)F)c(OCC3CC3)c2)cc1C(=O)N(C)C,,CHEMBL4093890,CHEMBL4027227,2.2999999999999997e-07,nm/s,0
COc1nc(N)ncc1-c1ccc(Cl)c(S(=O)(=O)Nc2cccc(F)c2F)c1,,CHEMBL2152256,CHEMBL2157143,9.999999999999999e-06,nm/s,1
Cl.Cl.Fc1cc(-c2nc3cc(C4=NCCN4)ccc3[nH]2)ccc1OCc1cn(CCN2CCOCC2)nn1,,CHEMBL4752517,CHEMBL4710749,0.8,10^-6 cm/s,1
COc1nc(C#CC(C)(C)O)cc2c1ccn2-c1ccnc(N)n1,,CHEMBL5288487,CHEMBL5236878,7.1,10^-6 cm/s,1
CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1,FENOTEROL,CHEMBL32800,CHEMBL4831948,0.39,10^-6 cm/s,1
CNC(=O)c1nc(C)n2ccc(Nc3nccc(-n4cc(N[C@@H]5CCOC[C@@H]5N)c(C)n4)n3)cc12,,CHEMBL4741959,CHEMBL4701491,0.5940000000000001,10^-6 cm/s,1
CC(=O)c1ccc2c(c1)c1cc(C(C)=O)ccc1n2CCNCCN(C)C,,CHEMBL5397299,CHEMBL5381263,19.0,10^-6 cm/s,1
N=C(N)NCCC[C@H](NC(=O)[C@@H]1Cc2ccccc2CN1)C(=O)O,,CHEMBL576424,CHEMBL1046168,2.33,cm/s,1
Cc1c(Nc2nc(N)c3c(C#N)c(N4CCC[C@H]4C)n(C)c3n2)cnn1[C@H]1CCOC1,,CHEMBL5092087,CHEMBL5040169,1.2,10^-6 cm/s,1
CC(C)c1nn(C(C)C)c2cc(Nc3ccnc(-c4cnn(S(=O)(=O)C5CC5)c4)n3)ncc12,,CHEMBL5281446,CHEMBL5253707,3.9,10^-6 cm/s,1
CC1CCc2c(sc(NC(=O)c3ccccc3F)c2C(=O)N2CCN(C)CC2)C1,,CHEMBL5420370,CHEMBL5342312,28.9,10^-6 cm/s,1
CC(C)(C)c1cccc(CN[C@H]2CS(=O)(=O)C[C@@H](Cc3cc(F)c(N)c(OCCF)c3)[C@@H]2O)c1,,CHEMBL2048043,CHEMBL2049564,2.6e-05,nm/s,1
FC(F)Cn1ncc(Nc2ncc3cc(Cl)c(C4CCN(C5COC5)CC4F)cc3n2)c1Cl,,CHEMBL5082260,CHEMBL5044132,33.0,10^-6 cm/s,1
O=C1CCC(N2C(=O)c3cc(F)c(N4CCN(C(=O)C5CCN(c6ccc(NC(=O)c7cnc(Oc8ccccc8)nc7)cc6)CC5)CC4)cc3C2=O)C(=O)N1,,CHEMBL5266149,CHEMBL5256460,0.007,10^-6 cm/s,1
COc1cnc(-n2cnc(C)n2)c2[nH]cc(C(=O)C(=O)N3CCN(C(=O)c4ccccc4)CC3)c12,TEMSAVIR,CHEMBL3301620,CHEMBL4721712,9.27,10^-6 cm/s,1
C=C(c1ccccc1)[C@H]1OC[C@@H](N)CO1,,CHEMBL240618,CHEMBL923279,7.05,10^-6 cm/s,1
C[C@H]1CCCN1Cc1cc2ccc(NC(=O)c3ccc4c(cnn4C)c3)cc2[nH]1,,CHEMBL5435284,CHEMBL5346779,8.4e-06,nm/s,1
CN1CCC([C@@](C)(O)c2ccc3cnc(Nc4cc(C(F)(F)F)ncc4F)cc3n2)CC1,,CHEMBL5084200,CHEMBL5048675,18.0,10^-6 cm/s,1
CN(C)C(=O)c1c(N)ccc(-c2cnc3c(c2Cl)[C@]2(CC[C@](C)(C#N)CC2)CN3)c1F,,CHEMBL5076389,CHEMBL5041811,26.0,10^-6 cm/s,1
CN(CC(N)=O)c1c(C#N)c(-c2ccc(Br)cc2)nc2cnccc12,,CHEMBL5286602,CHEMBL5243021,2.06e-05,nm/s,1
FC(F)(F)c1c(Cl)ccc(-n2ccnn2)c1Cl,,CHEMBL5178575,CHEMBL5166899,30.0,10^-6 cm/s,1
CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CN[C@H]1CCN(C)c2ccc(CC(C)(C)C)cc21,,CHEMBL2408736,CHEMBL2410945,3e-06,nm/s,0
COc1ccc(C(=O)O[C@@H](Cc2c(Cl)c[n+]([O-])cc2Cl)c2ccc(OC(F)F)c(OCC3CC3)c2)cc1NS(C)(=O)=O,,CHEMBL3113976,CHEMBL3119377,5.5e-06,nm/s,0
Cc1cc(C)c2nc(Nc3nc(C)cc(NCCCN(C)C)n3)nc(C)c2c1,,CHEMBL5393810,CHEMBL5388764,0.117,10^-6 cm/s,1
Cn1cc(-c2ccc(CNc3cc(-c4cnc5cc(OCCCN6CCC(C)(F)CC6)ccn45)ncn3)cc2)cn1,,CHEMBL5404693,CHEMBL5381738,1.8,10^-6 cm/s,1
CC#Cc1cncc(-c2ccc3c(c2)[C@@]2(COC(N)=N2)c2cc(C4=CCOCC4)ncc2O3)c1,,CHEMBL4284110,CHEMBL4262567,1.8e-06,nm/s,0
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,DOXORUBICIN,CHEMBL53463,CHEMBL1908286,9.73e-07,nm/s,0
Cc1ccc([C@@H](NC(=O)Cc2ccccc2)[C@@H](C)C(=O)O)cc1,,CHEMBL5289579,CHEMBL5260306,2.3,10^-6 cm/s,1
O=C(NCc1cccc(Cl)c1)c1ccc2cn(CCN3CCOC3=O)nc2c1,,CHEMBL4757512,CHEMBL4672670,6.2e-06,nm/s,0
N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,SITAGLIPTIN,CHEMBL1422,CHEMBL4338418,1.224e-05,nm/s,1
NC(=O)c1cc(-c2ccc(F)cc2)c2ccc(CCc3ccncc3)cc2n1,,CHEMBL3981623,CHEMBL5328167,21.0,10^-6 cm/s,1
Cc1ccc2c(=O)[nH]c(-c3ccc([C@](C)(O)CCO)cc3)cn12,,CHEMBL5272750,CHEMBL5228283,8.1,10^-6 cm/s,1
CONC(=O)Nc1ccc(-c2sc3c(c2CN(C)CCOC(F)(F)F)c(=O)n(-c2ccc(OC)nn2)c(=O)n3Cc2c(F)cccc2F)cc1,,CHEMBL5420128,CHEMBL5347183,0.984,10^-6 cm/s,1
CCCC[C@]1(CC)CS(=O)(=O)c2cc(CNCCS(=O)(=O)O)c(OC)cc2[C@@H](c2ccccc2)N1,,CHEMBL2387399,CHEMBL2388856,1e-06,nm/s,0
COc1cc(-c2ncc(COc3cccc([C@@H](CC(=O)O)C4CC4)c3)nc2CC(C)C)c(F)cn1,,CHEMBL4764485,CHEMBL4674042,40.0,10^-6 cm/s,1
C[C@H]1CCCN1Cc1cc2cnc(NC(=O)c3ccc4c(cnn4C)c3)cc2[nH]1,,CHEMBL5395794,CHEMBL5346779,7.1e-06,nm/s,0
c1coc(CNc2ncnc3[nH]ccc23)c1,,CHEMBL4764676,CHEMBL4724734,16.3,10^-6 cm/s,1
O=S(=O)(Nc1nccs1)c1cc(Cl)c(NC[C@]23CCC[C@@]2(O)CCC3)cc1F,,CHEMBL4071736,CHEMBL4046490,5.8399999999999997e-05,nm/s,1
Clc1ccc([C@]23CNC[C@H]2C3)cc1Cl,AMITIFADINE,CHEMBL592374,CHEMBL944381,2.1,cm/s,1
COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1,APIXABAN,CHEMBL231779,CHEMBL3538286,3.2999999999999997e-06,nm/s,0
Cc1cc2ccc(Cn3c(C(=O)N(C)c4ccccc4)noc3=O)cc2nc1N,,CHEMBL5181402,CHEMBL5130636,19.0,10^-6 cm/s,1
CS(=O)(=O)[C@H]1CCCN(C(=O)c2cnc(NC3(c4cncnc4)CC3)nc2)C1,,CHEMBL5094218,CHEMBL5047676,0.6,10^-6 cm/s,1
O=C(CC(F)(F)F)N1CCN(Cc2ccnc(Nc3nc4ccc(-c5cnn(CC6CC6)c5)cc4[nH]3)c2)CC1,,CHEMBL4468020,CHEMBL4380529,1.2499999999999999e-05,nm/s,1
CCn1c(Sc2cccc(F)c2)cc(=O)n(O)c1=O,,CHEMBL4851259,CHEMBL4824593,3.4,10^-6 cm/s,1
CC(C)CCNc1ccc(-c2cnc3ccc(NC4CCN(C)C4)nn23)cn1,,CHEMBL2380692,CHEMBL2384453,1.14e-05,nm/s,1
Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2[C@@H]1CCCN(C(=O)c2ccc(CNc3ccc4c(c3)C(=O)N(C3CCC(=O)NC3=O)C4=O)cc2)C1,,CHEMBL5405957,CHEMBL5329658,0.01,10^-6 cm/s,1
Oc1ccc(Cl)cc1Cl,"2,4-DICHLOROPHENOL",CHEMBL1143,CHEMBL905613,127.19,10^-6 cm/s,1
COc1cc(NS(C)(=O)=O)ccc1-c1cc2c(N[C@H](CO)c3ccccc3)ncnc2[nH]1,,CHEMBL4740573,CHEMBL4718841,42.8,10^-6 cm/s,1
C[C@H](C(=O)O)n1nc(Cn2cc3cc(OCC4CC4)c(Cl)cc3n2)c2ccccc2c1=O,,CHEMBL5079623,CHEMBL5046727,2.2,10^-6 cm/s,1
C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC=C(c6ccc(O)cc6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,,CHEMBL3774938,CHEMBL5250255,1.69,10^-6 cm/s,1
Cc1nc2ccccc2n1C1CC2CCC(C1)N2CCC1(c2ccccc2)CCN(C(=O)c2cccc(C(=O)NO)c2)CC1,,CHEMBL1784468,CHEMBL1785354,1.7e-07,nm/s,0
CS(=O)(=O)CC(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,,CHEMBL2148044,CHEMBL2150614,8.29e-06,nm/s,1
CC(C)NCC(O)COc1cccc2ccccc12,PROPRANOLOL,CHEMBL27,CHEMBL4739471,49.0,10^-6 cm/s,1
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,VERAPAMIL,CHEMBL6966,CHEMBL5160765,4.55,10^-6 cm/s,1
CC1(C)CNC[C@@H](Nc2ncc(C(F)(F)F)c(-c3c[nH]c4c(P(C)(C)=O)c(C#N)ccc34)n2)C1,,CHEMBL5080711,CHEMBL5043158,3.32,10^-6 cm/s,1
CN(C)c1noc(-c2cccc(CNc3cnc4nn[nH]c4c3)c2O)n1,,CHEMBL5086061,CHEMBL5036695,13.1,10^-6 cm/s,1
N=C(N)NCCCCCCCCN(CCCCCCCCNC(=N)NCC1CC1)C(=O)N(CCCCCCCCNC(=N)N)CCCCCCCCNC(=N)NCC1CC1,,CHEMBL4438023,CHEMBL5159055,1.88,10^-6 cm/s,1
COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)OC(=O)[C@@H](N)Cc1ccc(F)cc1)C(C)(C)C,,CHEMBL4529081,CHEMBL4392468,1.35e-06,nm/s,0
Cc1cc(C2CCCCCC2)n(O)c(=O)c1,,CHEMBL4454397,CHEMBL5139995,5.74,10^-6 cm/s,1
Cc1cc(COc2ccc(C(=O)N[C@@H]3C[C@@]4(CCCO4)C[C@@H]3C(=O)NO)cc2)c2ccccc2n1,,CHEMBL401471,CHEMBL945137,5.7,10^-6 cm/s,1
COc1ccc(CC(=O)Nc2cnn(C(C)C)c2)cc1OC,,CHEMBL4743172,CHEMBL4672721,44.0,10^-6 cm/s,1
CC(C)n1nnnc1[C@@H](c1ccccc1F)N1CCN(c2cccc(Cl)c2)CC1,,CHEMBL5428833,CHEMBL5358987,9.9,10^-6 cm/s,1
Oc1ccccc1Nc1ncc(C(F)(F)F)c(NC2CC2)n1,,CHEMBL4755602,CHEMBL4677639,11.0,10^-6 cm/s,1
CCN(C(=O)CO)[C@H]1CN(/C(=N\C#N)Nc2ccc(Cl)c(OC(F)F)c2)N=C1c1ccc(Cl)c(Cl)c1,,CHEMBL3818080,CHEMBL3821553,1e-06,nm/s,0
c1coc(CNc2ncnc3[nH]nnc23)c1,,CHEMBL4791816,CHEMBL4724734,16.3,10^-6 cm/s,1
CC(=O)N1N=C(c2ccc(-c3ccccc3)cc2)CC1c1cccc([N+](=O)[O-])c1,,CHEMBL5175686,CHEMBL5107918,9.42,10^-6 cm/s,1
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,TESTOSTERONE,CHEMBL386630,CHEMBL1908285,9.159999999999999e-05,nm/s,1
Cn1cc(-c2nc3c(-c4ccc(CNC(=O)c5cc6c(s5)CCCC6)c(F)c4)ccnc3[nH]2)cn1,,CHEMBL4871425,CHEMBL4822451,0.6,10^-6 cm/s,1
CCn1c(-c2cnc(C)nc2)nc2c(-c3ccc4c(c3)[C@@]3(CCCN3C(=O)C3CC3)C(=O)N4)ncnc21,,CHEMBL4787672,CHEMBL4673086,10.0,10^-6 cm/s,1
CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,RANITIDINE,CHEMBL1790041,CHEMBL5115286,0.3,10^-6 cm/s,1
CNS(=O)(=O)c1ccc(Nc2ncnc3sccc23)cc1,,CHEMBL5415390,CHEMBL5325795,7.3,10^-6 cm/s,1
CCP(=O)(OC)c1ccc2nc(-c3ccnc(OC(F)F)c3)oc2c1,,CHEMBL4761507,CHEMBL4731881,16.9,10^-6 cm/s,1
O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,CHLORAMPHENICOL,CHEMBL130,CHEMBL5159055,0.06,10^-6 cm/s,1
CCCOc1cccc(C[C@@H]2CS(=O)(=O)C[C@H](NCc3cccc(C(C)(C)C)c3)[C@H]2O)c1,,CHEMBL2047914,CHEMBL2049564,2e-06,nm/s,0
